"do_id","Term","available"
"DOID:0070176","spermatogenic failure 4","F"
"DOID:0070177","spermatogenic failure 22","F"
"DOID:0070178","spermatogenic failure 10","F"
"DOID:0070179","spermatogenic failure 14","F"
"DOID:0070180","spermatogenic failure 11","F"
"DOID:0070181","spermatogenic failure 23","F"
"DOID:0070182","spermatogenic failure 13","F"
"DOID:0070183","spermatogenic failure 5","F"
"DOID:0070184","spermatogenic failure 16","F"
"DOID:0070185","X-linked spermatogenic failure 2","F"
"DOID:0070188","spermatogenic failure 1","F"
"DOID:0070189","X-linked spermatogenic failure 1","F"
"DOID:0070190","obsolete autosomal dominant chronic granulomatous disease","F"
"DOID:0070191","autosomal recessive chronic granulomatous disease cytochrome b-positive type II","F"
"DOID:0070192","autosomal recessive chronic granulomatous disease cytochrome b-positive type I","F"
"DOID:0070193","autosomal recessive chronic granulomatous disease cytochrome b-negative","F"
"DOID:0070194","autosomal recessive chronic granulomatous disease cytochrome b-positive type III","F"
"DOID:0070195","X-linked chronic granulomatous disease","F"
"DOID:0070196","infantile-onset distal myopathy","F"
"DOID:0070197","distal myopathy 1","F"
"DOID:0070198","Miyoshi muscular dystrophy","F"
"DOID:0070199","Miyoshi muscular dystrophy 1","F"
"DOID:0070200","Miyoshi muscular dystrophy 2","F"
"DOID:0070201","Miyoshi muscular dystrophy 3","F"
"DOID:0070203","familial partial lipodystrophy type 5","F"
"DOID:0070205","familial partial lipodystrophy type 4","F"
"DOID:0070206","familial partial lipodystrophy type 6","F"
"DOID:0070208","hereditary lymphedema IC","F"
"DOID:0070209","hereditary lymphedema ID","F"
"DOID:0070211","hereditary lymphedema IB","F"
"DOID:0070213","hereditary lymphedema II","F"
"DOID:0070214","familial hyperinsulinemic hypoglycemia 7","F"
"DOID:0070215","familial hyperinsulinemic hypoglycemia 4","F"
"DOID:0070216","familial hyperinsulinemic hypoglycemia 3","F"
"DOID:0070217","familial hyperinsulinemic hypoglycemia 6","F"
"DOID:0070218","familial hyperinsulinemic hypoglycemia 2","F"
"DOID:0070219","familial hyperinsulinemic hypoglycemia 1","F"
"DOID:0070220","familial hyperinsulinemic hypoglycemia 5","F"
"DOID:0070221","progressive familial intrahepatic cholestasis","F"
"DOID:0070222","progressive familial intrahepatic cholestasis 2","F"
"DOID:0070223","progressive familial intrahepatic cholestasis 3","F"
"DOID:0070224","progressive familial intrahepatic cholestasis 4","F"
"DOID:0070225","progressive familial intrahepatic cholestasis 5","F"
"DOID:0070226","progressive familial intrahepatic cholestasis 1","F"
"DOID:0070228","intrahepatic cholestasis of pregnancy 1","F"
"DOID:0070229","intrahepatic cholestasis of pregnancy 3","F"
"DOID:0070230","benign recurrent intrahepatic cholestasis","F"
"DOID:0070231","benign recurrent intrahepatic cholestasis 1","F"
"DOID:0070232","benign recurrent intrahepatic cholestasis 2","F"
"DOID:0070233","Loeys-Dietz syndrome 4","F"
"DOID:0070234","Loeys-Dietz syndrome 2","F"
"DOID:0070236","Loeys-Dietz syndrome 5","F"
"DOID:0070237","Loeys-Dietz syndrome 3","F"
"DOID:0070238","primary coenzyme Q10 deficiency 1","F"
"DOID:0070239","primary coenzyme Q10 deficiency 2","F"
"DOID:0070240","primary coenzyme Q10 deficiency 3","F"
"DOID:0070241","primary coenzyme Q10 deficiency 4","F"
"DOID:0070242","primary coenzyme Q10 deficiency 5","F"
"DOID:0070243","primary coenzyme Q10 deficiency 6","F"
"DOID:0070244","primary coenzyme Q10 deficiency 7","F"
"DOID:0070245","primary coenzyme Q10 deficiency 8","F"
"DOID:0070248","autosomal recessive Emery-Dreifuss muscular dystrophy 3","F"
"DOID:0070249","autosomal dominant Emery-Dreifuss muscular dystrophy 4","F"
"DOID:0070250","autosomal dominant Emery-Dreifuss muscular dystrophy 5","F"
"DOID:0070251","X-linked Emery-Dreifuss muscular dystrophy 6","F"
"DOID:0070252","autosomal dominant Emery-Dreifuss muscular dystrophy 7","F"
"DOID:0070253","congenital disorder of glycosylation type IIa","F"
"DOID:0070254","congenital disorder of glycosylation type IIb","F"
"DOID:0070255","congenital disorder of glycosylation type IIc","F"
"DOID:0070256","congenital disorder of glycosylation type IId","F"
"DOID:0070257","congenital disorder of glycosylation type IIe","F"
"DOID:0070258","congenital disorder of glycosylation type IIf","F"
"DOID:0070259","congenital disorder of glycosylation type IIg","F"
"DOID:0070260","congenital disorder of glycosylation type IIh","F"
"DOID:0070261","congenital disorder of glycosylation type IIi","F"
"DOID:0070262","congenital disorder of glycosylation type IIj","F"
"DOID:0070263","congenital disorder of glycosylation type IIk","F"
"DOID:0070264","congenital disorder of glycosylation type IIl","F"
"DOID:0070265","congenital disorder of glycosylation type IIm","F"
"DOID:0070266","congenital disorder of glycosylation type IIn","F"
"DOID:0070267","congenital disorder of glycosylation type IIo","F"
"DOID:0070268","congenital disorder of glycosylation type IIp","F"
"DOID:0070269","congenital disorder of glycosylation type IIq","F"
"DOID:0070270","hereditary nonpolyposis colorectal cancer type 8","F"
"DOID:0070272","hereditary nonpolyposis colorectal cancer type 5","F"
"DOID:0070273","hereditary nonpolyposis colorectal cancer type 6","F"
"DOID:0070275","hereditary nonpolyposis colorectal cancer type 4","F"
"DOID:0070276","hereditary nonpolyposis colorectal cancer type 7","F"
"DOID:0070277","primary autosomal recessive microcephaly 15","F"
"DOID:0070278","primary autosomal recessive microcephaly 7","F"
"DOID:0070279","primary autosomal recessive microcephaly 14","F"
"DOID:0070280","primary autosomal recessive microcephaly 5","F"
"DOID:0070281","primary autosomal recessive microcephaly 19","F"
"DOID:0070282","primary autosomal recessive microcephaly 8","F"
"DOID:0070283","primary autosomal recessive microcephaly 13","F"
"DOID:0070284","primary autosomal recessive microcephaly 12","F"
"DOID:0070285","primary autosomal recessive microcephaly 1","F"
"DOID:0070286","primary autosomal recessive microcephaly 3","F"
"DOID:0070287","primary autosomal recessive microcephaly 11","F"
"DOID:0070288","primary autosomal recessive microcephaly 17","F"
"DOID:0070289","primary autosomal recessive microcephaly 16","F"
"DOID:0070290","primary autosomal recessive microcephaly 6","F"
"DOID:0070291","primary autosomal recessive microcephaly 4","F"
"DOID:0070292","primary autosomal recessive microcephaly 9","F"
"DOID:0070293","primary autosomal recessive microcephaly 2 with or without cortical malformations","F"
"DOID:0070294","primary autosomal recessive microcephaly 10","F"
"DOID:0070295","primary autosomal dominant microcephaly 18","F"
"DOID:0070297","primary microcephaly","F"
"DOID:0070298","multiple epiphyseal dysplasia 2","F"
"DOID:0070299","multiple epiphyseal dysplasia 5","F"
"DOID:0070300","multiple epiphyseal dysplasia 4","F"
"DOID:0070301","multiple epiphyseal dysplasia 6","F"
"DOID:0070302","multiple epiphyseal dysplasia 7","F"
"DOID:0070303","multiple epiphyseal dysplasia 1","F"
"DOID:0070304","multiple epiphyseal dysplasia 3","F"
"DOID:0070305","multiple epiphyseal dysplasia due to collagen 9 anomaly","F"
"DOID:0070306","post-cardiac arrest syndrome","F"
"DOID:0070307","craniolenticulosutural dysplasia","F"
"DOID:0070308","rippling muscle disease 1","F"
"DOID:0070310","drug-induced hearing loss","F"
"DOID:0070311","oligoasthenoteratozoospermia","F"
"DOID:0070312","obsolete Peters-Plus Syndrome","F"
"DOID:0070313","thiamine deficiency disease","F"
"DOID:0070314","obstructive nephropathy","F"
"DOID:0070315","hypoplastic right heart syndrome","F"
"DOID:0070316","Miura type epiphyseal chondrodysplasia","F"
"DOID:0070317","wet beriberi","F"
"DOID:0070318","dry beriberi","F"
"DOID:0070319","miliaria pustulosa","F"
"DOID:0070320","miliaria profunda","F"
"DOID:0070321","miliaria crystallina","F"
"DOID:0070322","childhood hepatocellular carcinoma","F"
"DOID:0070323","childhood acute myeloid leukemia","F"
"DOID:0070324","systemic Epstein-Barr virus positive T-cell lymphoma of childhood","F"
"DOID:0070325","malignant childhood adrenal gland pheochromocytoma","F"
"DOID:0070326","spitzoid melanoma","F"
"DOID:0070327","melanoma in congenital melanocytic nevus","F"
"DOID:0070329","mitochondrial DNA depletion syndrome","F"
"DOID:0070330","multiple mitochondrial dysfunctions syndrome","F"
"DOID:0070331","mitochondrial DNA depletion syndrome 8b","F"
"DOID:0070332","multiple mitochondrial dysfunctions syndrome 6","F"
"DOID:0070333","breast implant-associated anaplastic large cell lymphoma","F"
"DOID:0070334","vegetable allergy","F"
"DOID:0070335","celery allergy","F"
"DOID:0070336","arthrogryposis multiplex congenita-6","F"
"DOID:0070337","epithelial recurrent erosion dystrophy","F"
"DOID:0070338","cerebellar hypoplasia","F"
"DOID:0070339","cerebellar hyplasia/atrophy, epilepsy, and global developmental delay","F"
"DOID:0070340","classic citrullinemia","F"
"DOID:0070341","neonatal-onset type II citrullinemia","F"
"DOID:0070342","adult-onset type II citrullinemia","F"
"DOID:0070343","CSF1R-related brain malformation and osteopetrosis","F"
"DOID:0070344","ocular tuberculosis","F"
"DOID:0070345","vertebral anomalies and variable endocrine and T-cell dysfunction","F"
"DOID:0070346","neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies","F"
"DOID:0070347","encephalopathy due to defective mitochondrial and peroxisomal fission 1","F"
"DOID:0070348","spinal muscular atrophy with lower extremity predominant","F"
"DOID:0070349","spinal muscular atrophy with lower extremity predominant 2A","F"
"DOID:0070350","spinal muscular atrophy with lower extremity predominant 2B","F"
"DOID:0070351","spinal muscular atrophy with lower extremity predominant 1","F"
"DOID:0070352","stress-induced childhood-onset neurodegeneration with variable ataxia and seizures","F"
"DOID:0070353","cataract 47","F"
"DOID:0070354","cataract 48","F"
"DOID:0070356","visual impairment and progressive phthisis bulbi","F"
"DOID:0070357","nephrotic syndrome type 20","F"
"DOID:0070358","primary biliary cholangitis 1","F"
"DOID:0070359","primary biliary cholangitis 2","F"
"DOID:0070360","primary biliary cholangitis 3","F"
"DOID:0070361","primary biliary cholangitis 4","F"
"DOID:0070362","primary biliary cholangitis 5","F"
"DOID:0080000","muscular disease","F"
"DOID:0080005","bone remodeling disease","F"
"DOID:0080006","bone development disease","F"
"DOID:0080007","bone deterioration disease","F"
"DOID:0080008","ischemic bone disease","F"
"DOID:0080009","X-linked dominant disease","F"
"DOID:0080010","bone structure disease","F"
"DOID:0080012","X-linked recessive disease","F"
"DOID:0080013","obsolete mitochondrial disease","F"
"DOID:0080014","chromosomal disease","F"
"DOID:0080015","physical disorder","F"
"DOID:0080017","obsolete olivopontocerebellar atrophy V","F"
"DOID:0080018","dysbaric osteonecrosis","F"
"DOID:0080019","metaphyseal dysplasia","F"
"DOID:0080020","Jansen's metaphyseal chondrodysplasia","F"
"DOID:0080021","Schmid metaphyseal chondrodysplasia","F"
"DOID:0080022","obsolete McKusick type metaphyseal dysplasia","F"
"DOID:0080023","obsolete Shwachman-Diamond type metaphyseal dysplasia","F"
"DOID:0080024","obsolete Pyles dysplasia","F"
"DOID:0080026","otospondylomegaepiphyseal dysplasia, autosomal recessive","F"
"DOID:0080027","spondyloepimetaphyseal dysplasia","F"
"DOID:0080028","spondyloepimetaphyseal dysplasia, Strudwick type","F"
"DOID:0080029","autosomal recessive spinocerebellar ataxia 16","F"
"DOID:0080030","spondyloepimetaphyseal dysplasia, Missouri type","F"
"DOID:0080031","fibrous dysplasia","F"
"DOID:0080032","craniodiaphyseal dysplasia","F"
"DOID:0080034","obsolete endosteal hyperostosis","F"
"DOID:0080037","Worth syndrome","F"
"DOID:0080038","pycnodysostosis","F"
"DOID:0080039","axial osteomalacia","F"
"DOID:0080040","fibrogenesis imperfecta ossium","F"
"DOID:0080041","hypochondroplasia","F"
"DOID:0080042","autosomal recessive spinocerebellar ataxia 18","F"
"DOID:0080043","achondrogenesis","F"
"DOID:0080044","hypochondrogenesis","F"
"DOID:0080045","Kniest dysplasia","F"
"DOID:0080047","pseudoachondroplasia","F"
"DOID:0080048","obsolete trichorhinophalangeal syndrome I","F"
"DOID:0080049","acromesomelic dysplasia","F"
"DOID:0080050","acromesomelic dysplasia, Maroteaux type","F"
"DOID:0080051","acromesomelic dysplasia, Hunter-Thompson type","F"
"DOID:0080052","acromesomelic dysplasia, Grebe type","F"
"DOID:0080053","Albright's hereditary osteodystrophy","F"
"DOID:0080054","achondrogenesis type IA","F"
"DOID:0080055","achondrogenesis type IB","F"
"DOID:0080056","achondrogenesis type II","F"
"DOID:0080057","autosomal recessive spinocerebellar ataxia 15","F"
"DOID:0080058","autosomal recessive spinocerebellar ataxia 14","F"
"DOID:0080059","autosomal recessive spinocerebellar ataxia 7","F"
"DOID:0080060","autosomal recessive spinocerebellar ataxia 12","F"
"DOID:0080061","autosomal recessive spinocerebellar ataxia 2","F"
"DOID:0080062","autosomal recessive spinocerebellar ataxia 13","F"
"DOID:0080063","autosomal recessive spinocerebellar ataxia 11","F"
"DOID:0080064","autosomal recessive spinocerebellar ataxia 17","F"
"DOID:0080065","autosomal recessive spinocerebellar ataxia 19","F"
"DOID:0080066","autosomal recessive spinocerebellar ataxia 20","F"
"DOID:0080068","Charcot-Marie-Tooth disease type 6","F"
"DOID:0080069","Charcot-Marie-Tooth disease type 7","F"
"DOID:0080070","mucolipidosis II alpha/beta","F"
"DOID:0080071","mucolipidosis III alpha/beta","F"
"DOID:0080072","intestinal pseudo-obstruction","F"
"DOID:0080073","spina bifida occulta","F"
"DOID:0080074","neural tube defect","F"
"DOID:0080075","Neu-Laxova syndrome 2","F"
"DOID:0080076","Neu-Laxova syndrome 1","F"
"DOID:0080077","hypophosphatemic nephrolithiasis/osteoporosis 1","F"
"DOID:0080078","hypophosphatemic nephrolithiasis/osteoporosis 2","F"
"DOID:0080079","nonsyndromic congenital nail disorder 1","F"
"DOID:0080080","nonsyndromic congenital nail disorder 2","F"
"DOID:0080081","nonsyndromic congenital nail disorder 3","F"
"DOID:0080082","nonsyndromic congenital nail disorder 4","F"
"DOID:0080083","nonsyndromic congenital nail disorder 5","F"
"DOID:0080084","nonsyndromic congenital nail disorder 6","F"
"DOID:0080085","nonsyndromic congenital nail disorder 7","F"
"DOID:0080086","nonsyndromic congenital nail disorder 8","F"
"DOID:0080087","nonsyndromic congenital nail disorder 9","F"
"DOID:0080088","obsolete nonsyndromic congenital nail disorder 10","F"
"DOID:0080090","reducing body myopathy 1A","F"
"DOID:0080091","spheroid body myopathy","F"
"DOID:0080093","myofibrillar myopathy 2","F"
"DOID:0080095","myofibrillar myopathy 4","F"
"DOID:0080096","myofibrillar myopathy 5","F"
"DOID:0080097","myofibrillar myopathy 6","F"
"DOID:0080098","myofibrillar myopathy 7","F"
"DOID:0080099","myopathy, lactic acidosis, and sideroblastic anemia","F"
"DOID:0080100","congenital myopathy","F"
"DOID:0080101","Compton-North congenital myopathy","F"
"DOID:0080103","cylindrical spirals myopathy","F"
"DOID:0080105","microcephaly and chorioretinopathy 1","F"
"DOID:0080106","microcephaly and chorioretinopathy 2","F"
"DOID:0080107","microcephaly and chorioretinopathy 3","F"
"DOID:0080108","myoglobinuria","F"
"DOID:0080109","infantile myofibromatosis","F"
"DOID:0080111","mitochondrial complex III deficiency nuclear type 1","F"
"DOID:0080112","mitochondrial complex III deficiency nuclear type 3","F"
"DOID:0080113","mitochondrial complex III deficiency nuclear type 4","F"
"DOID:0080114","mitochondrial complex III deficiency nuclear type 5","F"
"DOID:0080115","mitochondrial complex III deficiency nuclear type 6","F"
"DOID:0080116","mitochondrial complex III deficiency nuclear type 7","F"
"DOID:0080117","mitochondrial complex III deficiency nuclear type 8","F"
"DOID:0080118","mitochondrial complex III deficiency nuclear type 9","F"
"DOID:0080119","mitochondrial DNA depletion syndrome 1","F"
"DOID:0080120","mitochondrial DNA depletion syndrome 2","F"
"DOID:0080121","mitochondrial DNA depletion syndrome 3","F"
"DOID:0080122","Alpers-Huttenlocher syndrome","F"
"DOID:0080123","mitochondrial DNA depletion syndrome 4b","F"
"DOID:0080124","mitochondrial DNA depletion syndrome 5","F"
"DOID:0080125","mitochondrial DNA depletion syndrome 6","F"
"DOID:0080126","mitochondrial DNA depletion syndrome 7","F"
"DOID:0080127","mitochondrial DNA depletion syndrome 8a","F"
"DOID:0080128","mitochondrial DNA depletion syndrome 9","F"
"DOID:0080129","mitochondrial DNA depletion syndrome 11","F"
"DOID:0080130","mitochondrial DNA depletion syndrome 12a","F"
"DOID:0080131","mitochondrial DNA depletion syndrome 13","F"
"DOID:0080132","Sengers syndrome","F"
"DOID:0080133","multiple mitochondrial dysfunctions syndrome 1","F"
"DOID:0080134","multiple mitochondrial dysfunctions syndrome 2","F"
"DOID:0080135","multiple mitochondrial dysfunctions syndrome 3","F"
"DOID:0080136","multiple mitochondrial dysfunctions syndrome 4","F"
"DOID:0080137","multiple endocrine neoplasia type 4","F"
"DOID:0080138","multiple congenital anomalies-hypotonia-seizures syndrome 1","F"
"DOID:0080139","multiple congenital anomalies-hypotonia-seizures syndrome 2","F"
"DOID:0080140","multiple congenital anomalies-hypotonia-seizures syndrome 3","F"
"DOID:0080142","mosaic variegated aneuploidy syndrome 2","F"
"DOID:0080143","congenital fibrosis of the extraocular muscles","F"
"DOID:0080145","childhood T-cell acute lymphoblastic leukemia","F"
"DOID:0080146","childhood B-cell acute lymphoblastic leukemia","F"
"DOID:0080148","T-cell childhood lymphoblastic lymphoma","F"
"DOID:0080149","adult acute monocytic leukemia","F"
"DOID:0080150","adrenocorticotropic hormone deficiency","F"
"DOID:0080153","medium chain acyl-CoA dehydrogenase deficiency","F"
"DOID:0080154","short chain acyl-CoA dehydrogenase deficiency","F"
"DOID:0080155","very long chain acyl-CoA dehydrogenase deficiency","F"
"DOID:0080158","herpes simplex virus keratitis","F"
"DOID:0080159","Cryptococcal meningitis","F"
"DOID:0080160","Cytomegalovirus retinitis","F"
"DOID:0080161","cutaneous candidiasis","F"
"DOID:0080162","lupus nephritis","F"
"DOID:0080163","otulipenia","F"
"DOID:0080164","myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1","F"
"DOID:0080165","myeloid and lymphoid neoplasms associated with PDGFRA rearrangement","F"
"DOID:0080166","myeloid and lymphoid neoplasms associated with PDGFRB rearrangement","F"
"DOID:0080167","myeloid and lymphoid neoplasms associated with FGFR1 abnormalities","F"
"DOID:0080169","tricuspid atresia","F"
"DOID:0080170","normophosphatemic familial tumoral calcinosis","F"
"DOID:0080171","esophageal atresia/tracheoesophageal fistula","F"
"DOID:0080172","thiopurine S-methyltransferase deficiency","F"
"DOID:0080173","bladder exstrophy-epispadias-cloacal exstrophy complex","F"
"DOID:0080174","bladder exstrophy","F"
"DOID:0080175","cloacal exstrophy","F"
"DOID:0080176","meningococcal meningitis","F"
"DOID:0080177","hepatic veno-occlusive disease","F"
"DOID:0080179","haemophilus meningitis","F"
"DOID:0080180","Zika virus congenital syndrome","F"
"DOID:0080181","PHARC syndrome","F"
"DOID:0080182","mixed fibrolamellar hepatocellular carcinoma","F"
"DOID:0080183","medullary colon carcinoma","F"
"DOID:0080184","mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma","F"
"DOID:0080185","mucinous bronchioloalveolar adenocarcinoma","F"
"DOID:0080186","nonmucinous bronchioloalveolar adenocarcinoma","F"
"DOID:0080187","chronic neutrophilic leukemia","F"
"DOID:0080189","malignant hemangioma","F"
"DOID:0080191","PTEN hamartoma tumor syndrome","F"
"DOID:0080192","relapsed/refractory diffuse large B-cell lymphoma","F"
"DOID:0080193","superior semicircular canal dehiscence","F"
"DOID:0080194","Carey-Fineman-Ziter syndrome","F"
"DOID:0080195","Marinesco-Sjogren syndrome","F"
"DOID:0080196","mandibulofacial dysostosis, Guion-Almeida type","F"
"DOID:0080197","congenital muscular dystrophy with cataracts and intellectual disability","F"
"DOID:0080198","infantile histiocytoid cardiomyopathy","F"
"DOID:0080201","Peters plus syndrome","F"
"DOID:0080204","renal hypoplasia","F"
"DOID:0080206","CAKUT1","F"
"DOID:0080207","CAKUT2","F"
"DOID:0080208","non-alcoholic fatty liver disease","F"
"DOID:0080209","sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay","F"
"DOID:0080210","primary mediastinal B-cell lymphoma","F"
"DOID:0080211","nodal marginal zone lymphoma","F"
"DOID:0080213","punctate palmoplantar keratoderma type II","F"
"DOID:0080214","punctate palmoplantar keratoderma type I","F"
"DOID:0080215","developmental and epileptic encephalopathy 8","F"
"DOID:0080216","duodenal atresia","F"
"DOID:0080217","lysosomal and lipase deficiency","F"
"DOID:0080218","primary spontaneous pneumothorax","F"
"DOID:0080219","dystransthyretinemic hyperthyroxinemia","F"
"DOID:0080220","obsolete major affective disorder 1","F"
"DOID:0080222","pseudohypoparathyroidism type IB","F"
"DOID:0080224","autosomal dominant dystrophic epidermolysis bullosa","F"
"DOID:0080225","amyotrophic lateral sclerosis type 23","F"
"DOID:0080226","autosomal dominant intellectual developmental disorder 56","F"
"DOID:0080227","autosomal dominant intellectual developmental disorder 55","F"
"DOID:0080228","autosomal dominant intellectual developmental disorder 53","F"
"DOID:0080229","obsolete autosomal dominant mental retardation 61","F"
"DOID:0080230","autosomal dominant intellectual developmental disorder 54","F"
"DOID:0080231","autosomal dominant intellectual developmental disorder 52","F"
"DOID:0080232","autosomal dominant intellectual developmental disorder 51","F"
"DOID:0080233","autosomal dominant intellectual developmental disorder 50","F"
"DOID:0080234","Clark-Baraitser syndrome","F"
"DOID:0080235","autosomal dominant intellectual developmental disorder 48","F"
"DOID:0080236","autosomal dominant intellectual developmental disorder 45","F"
"DOID:0080237","autosomal dominant intellectual developmental disorder 46","F"
"DOID:0080238","autosomal dominant intellectual developmental disorder 47","F"
"DOID:0080239","autosomal recessive intellectual developmental disorder 61","F"
"DOID:0080240","non-syndromic X-linked intellectual disability 106","F"
"DOID:0080241","syndromic X-linked mental retardation 35","F"
"DOID:0080242","syndromic X-linked mental retardation Hough type","F"
"DOID:0080243","amelogenesis imperfecta type 3B","F"
"DOID:0080244","Galloway-Mowat syndrome 2","F"
"DOID:0080245","Galloway-Mowat syndrome 3","F"
"DOID:0080246","Galloway-Mowat syndrome 4","F"
"DOID:0080247","Galloway-Mowat syndrome 5","F"
"DOID:0080248","erythrokeratodermia variabilis et progressiva 2","F"
"DOID:0080249","erythrokeratodermia variabilis et progressiva 3","F"
"DOID:0080250","erythrokeratodermia variabilis et progressiva 4","F"
"DOID:0080251","erythrokeratodermia variabilis et progressiva 5","F"
"DOID:0080252","spastic ataxia 8","F"
"DOID:0080253","Meckel syndrome 13","F"
"DOID:0080254","orofaciodigital syndrome XVI","F"
"DOID:0080255","Meier-Gorlin syndrome 8","F"
"DOID:0080256","Perrault syndrome 6","F"
"DOID:0080257","autosomal recessive congenital ichthyosis 13","F"
"DOID:0080258","autosomal recessive congenital ichthyosis 14","F"
"DOID:0080259","autosomal recessive spinocerebellar ataxia 25","F"
"DOID:0080260","autosomal recessive spinocerebellar ataxia 26","F"
"DOID:0080261","autosomal recessive nonsyndromic deafness 106","F"
"DOID:0080262","autosomal recessive nonsyndromic deafness 107","F"
"DOID:0080263","autosomal recessive nonsyndromic deafness 108","F"
"DOID:0080264","exudative vitreoretinopathy 7","F"
"DOID:0080265","nephrotic syndrome type 14","F"
"DOID:0080266","primary ciliary dyskinesia 37","F"
"DOID:0080267","autosomal dominant nonsyndromic deafness 71","F"
"DOID:0080268","autosomal dominant nonsyndromic deafness 72","F"
"DOID:0080269","autosomal dominant nonsyndromic deafness 73","F"
"DOID:0080270","autosomal dominant nonsyndromic deafness 34","F"
"DOID:0080271","nephrotic syndrome type 15","F"
"DOID:0080272","nephrotic syndrome type 16","F"
"DOID:0080273","polycystic kidney disease 5","F"
"DOID:0080274","multiple mitochondrial dysfunctions syndrome 5","F"
"DOID:0080275","Joubert syndrome 30","F"
"DOID:0080276","Joubert syndrome 29","F"
"DOID:0080277","Joubert syndrome 31","F"
"DOID:0080278","Joubert syndrome 32","F"
"DOID:0080279","Joubert syndrome 33","F"
"DOID:0080280","gingival fibromatosis 5","F"
"DOID:0080281","schizophrenia 19","F"
"DOID:0080282","developmental and epileptic encephalopathy 56","F"
"DOID:0080283","developmental and epileptic encephalopathy 55","F"
"DOID:0080284","developmental and epileptic encephalopathy 57","F"
"DOID:0080285","developmental and epileptic encephalopathy 58","F"
"DOID:0080286","spinocerebellar ataxia 44","F"
"DOID:0080287","spinocerebellar ataxia 45","F"
"DOID:0080288","spinocerebellar ataxia 46","F"
"DOID:0080289","orofaciodigital syndrome XVII","F"
"DOID:0080290","familial erythrocytosis 5","F"
"DOID:0080291","developmental and epileptic encephalopathy 59","F"
"DOID:0080292","retinitis pigmentosa 81","F"
"DOID:0080293","short-rib thoracic dysplasia 18 with polydactyly","F"
"DOID:0080294","Charcot-Marie-Tooth disease dominant intermediate G","F"
"DOID:0080295","short-rib thoracic dysplasia 19 with or without polydactyly","F"
"DOID:0080296","hypomyelinating leukodystrophy 14","F"
"DOID:0080297","Coffin-Siris syndrome 6","F"
"DOID:0080298","complete generalized lipodystrophy","F"
"DOID:0080299","partial lipodystrophy","F"
"DOID:0080300","acquired generalized lipodystrophy","F"
"DOID:0080302","mixed sleep apnea","F"
"DOID:0080303","mucinous lung adenocarcinoma","F"
"DOID:0080304","lung mucinous cystadenocarcinoma","F"
"DOID:0080305","signet ring lung adenocarcinoma","F"
"DOID:0080306","solid adenocarcinoma with mucin production","F"
"DOID:0080308","myofibrillar myopathy 8","F"
"DOID:0080309","fatal infantile hypertonic myofibrillar myopathy","F"
"DOID:0080311","X-linked mental retardation with cerebellar hypoplasia and distinctive facial appearance","F"
"DOID:0080312","neurodevelopmental disorder with midbrain and hindbrain malformations","F"
"DOID:0080313","cleft palate-lateral synechia syndrome","F"
"DOID:0080314","cone-rod dystrophy 14","F"
"DOID:0080315","megalencephalic leukoencephalopathy with subcortical cysts","F"
"DOID:0080316","megalencephalic leukoencephalopathy with subcortical cysts 1","F"
"DOID:0080317","megalencephalic leukoencephalopathy with subcortical cysts 2B","F"
"DOID:0080318","megalencephalic leukoencephalopathy with subcortical cysts 2A","F"
"DOID:0080319","X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia","F"
"DOID:0080320","peripheral nervous system benign neoplasm","F"
"DOID:0080321","autonomic nervous system benign neoplasm","F"
"DOID:0080322","polycystic kidney disease","F"
"DOID:0080323","pancreatic squamous cell carcinoma","F"
"DOID:0080324","tuberous sclerosis 1","F"
"DOID:0080325","tuberous sclerosis 2","F"
"DOID:0080327","multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia and hydranencephaly","F"
"DOID:0080328","Culler-Jones syndrome","F"
"DOID:0080329","cold-induced sweating syndrome 1","F"
"DOID:0080330","cold-induced sweating syndrome 2","F"
"DOID:0080331","cold-induced sweating syndrome 3","F"
"DOID:0080335","mitochondrial DNA depletion syndrome 12b","F"
"DOID:0080336","mitochondrial DNA depletion syndrome 14","F"
"DOID:0080337","mitochondrial DNA depletion syndrome 15","F"
"DOID:0080338","familial erythrocytosis 3","F"
"DOID:0080339","familial erythrocytosis 4","F"
"DOID:0080340","obsolete X-linked dominant disease","F"
"DOID:0080341","obsolete X-linked recessive disease","F"
"DOID:0080342","Simpson-Golabi-Behmel syndrome type 2","F"
"DOID:0080343","autosomal recessive pyridoxine-refractory sideroblastic anemia 3","F"
"DOID:0080344","blepharocheilodontic syndrome","F"
"DOID:0080345","blepharocheilodontic syndrome 1","F"
"DOID:0080346","blepharocheilodontic syndrome 2","F"
"DOID:0080347","malignant pheochromocytoma","F"
"DOID:0080349","developmental and epileptic encephalopathy 39","F"
"DOID:0080352","X-linked chondrodysplasia punctata 2","F"
"DOID:0080353","X-linked recessive hypophosphatemic rickets","F"
"DOID:0080354","Phelan-McDermid syndrome","F"
"DOID:0080355","hepatobiliary system cancer","F"
"DOID:0080356","IgG4-related disease","F"
